source_id,radius_gspphot,radius_gspphot_lower,radius_gspphot_upper,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,fem_gspspec,fem_gspspec_lower,fem_gspspec_upper,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,ecl_lon,ecl_lat
2640434056928150400,0.1521,0.1509,0.1633,2863.0981,2853.9102,2869.5166,5.0978,5.0194,5.1341,,,,353.7970694377148,-2.3927993943668993,12.623748,14.952096,11.245876,7.1788,7.1402,7.66,353.3585411047109,0.2657011446717155
4535928365908541440,0.1783,0.1781,0.1786,2899.0293,2898.7349,2899.4258,5.1052,5.1045,5.1055,,,,280.2932736323553,24.789034718675914,12.936422,15.119807,11.565019,9.9318,9.9275,9.945,283.9563062255602,47.730849512789746
5975663354131618304,0.3636,0.3549,0.3644,3313.4404,3311.033,3349.5007,4.2748,4.2691,4.3725,,,,259.75125274377365,-34.997795092684065,9.386162,10.588366,8.294535,7.2425,7.2328,7.261,261.4350991376715,-11.862729454167871
2034581091118259328,0.5881,0.5786,0.6003,3611.2732,3564.6604,3670.5076,4.5886,4.5355,4.6307,-0.21,-0.31,-0.15,296.60213388303396,32.015321302930666,9.308386,10.368759,8.285472,13.913,13.8255,14.0084,308.07286047886953,51.99639989913551
2034581091125010048,0.5217,0.5196,0.5247,3265.3186,3263.6428,3282.1096,3.9591,3.9565,4.0026,,,,296.6034533155343,32.014198194880414,10.13141,11.376615,9.02127,13.9691,13.9187,14.1049,308.0740720873908,51.99500116190027
1051547052218220160,0.6357,0.6317,0.6381,3761.3489,3750.573,3782.9622,4.5757,4.5591,4.5964,,,,149.0331749118223,62.78586947842925,8.231167,9.188957,7.261147,10.5193,10.4967,10.5531,124.54327397539453,46.24634070925377
1057318835428596096,0.5462,0.5437,0.5621,3550.6685,3518.1956,3555.545,4.4305,4.3215,4.4482,,,,169.9881036824331,65.84729793562252,8.527628,9.497674,7.546079,9.0828,9.0703,9.1182,133.25778693566093,53.985494669643366
1586968533015434624,0.6877,0.6836,0.6884,3601.6807,3600.7612,3611.049,4.2047,4.201,4.2381,,,,225.23295712928606,45.427733172802014,8.467483,9.381575,7.5088906,11.7023,11.693,11.7117,199.3733952308872,58.406035933169846
1604859408265509632,0.4689,0.4481,0.4723,3254.2715,3250.2883,3308.4346,4.0539,4.0474,4.2341,,,,216.29652899703083,51.829621790878264,10.498154,11.779347,9.372881,14.5684,14.4701,14.7735,182.6351739637689,60.091612092965114
1604859511344724864,1.828,1.8225,1.8342,6135.789,6133.6875,6137.945,4.0455,4.0433,4.0477,,,,216.2974561533579,51.84896726025888,3.9172292,4.176286,3.4793646,14.502,14.4613,14.5482,182.61109640898798,60.10679470187493
1605198298364601088,0.7814,0.7792,0.7828,4666.703,4658.9824,4668.9297,4.5354,4.5293,4.5371,-0.08,-0.11,-0.06,218.36887175001752,52.909892945555704,6.918849,7.448139,6.234747,13.206,13.1261,13.2266,183.16525473507858,61.73514789190348
5835498883232034816,0.7571,0.7487,0.7597,4986.093,4981.5044,5002.2715,4.5483,4.5433,4.5633,-0.03,-0.05,-0.01,242.4272238506283,-56.44366680941792,6.866891,7.3064423,6.2525907,14.7864,14.7372,14.8259,251.86174602212856,-34.72761332860375
2028065934962124928,0.2193,0.2191,0.2195,3108.3513,3107.9504,3108.6687,5.0505,5.05,5.0508,,,,296.4398117493424,27.120218288513406,12.005642,13.702,10.708519,10.6482,10.6438,10.6539,305.78147884115197,47.328578851476784
2028065934962125184,0.2653,0.2649,0.2664,3098.6008,3097.958,3102.2332,4.5476,4.5454,4.5684,,,,296.43919605904483,27.119906562885127,11.477593,13.081358,10.221205,10.623,10.6073,10.6729,305.7805782530353,47.32842115110692
6748796362632835968,0.3814,0.381,0.3821,3211.8826,3211.5544,3212.722,4.2285,4.2275,4.2297,,,,301.9517201506811,-31.761411986293716,11.0793705,12.4598055,9.92232,14.678,14.6668,14.7093,297.31311566565347,-11.301920512747097
6748796396992580352,0.4842,0.482,0.4861,3002.0583,3000.2742,3010.5232,4.0637,4.0577,4.0863,,,,301.938875576301,-31.757340631687637,11.1300335,12.727369,9.901586,14.6696,14.6372,14.7745,297.30312914363094,-11.295600026087198
2995725777563537792,1.6687,1.6406,1.6876,6887.405,6871.045,6897.947,4.1654,4.1473,4.219,,,,89.10103276512667,-14.16708077541103,3.635856,3.8544617,3.3150194,14.8215,14.6756,14.9717,88.89981731015637,-37.602928555761935
354077348697687424,0.6198,0.6138,0.6324,3731.8298,3718.1858,3748.451,4.5866,4.5713,4.61,-0.16,-0.24,-0.12,35.56244783524825,47.880213287675296,8.636086,9.628431,7.647108,11.9665,11.9209,12.1744,50.11761564021198,31.6937756231718
6412595290592307840,0.7631,0.7596,0.7705,4560.303,4539.915,4569.0063,4.5249,4.5146,4.5287,-0.02,-0.05,-0.01,330.8724078795965,-56.79725466122902,4.322904,4.9079766,3.610557,3.6481,3.6389,3.6698,309.6408869441745,-41.42698854302967
567659818855055488,0.5149,0.5147,0.5152,3222.7449,3222.3345,3223.0933,4.0307,4.0288,4.0322,,,,50.351214978167995,79.9685443981029,10.243402,11.441199,9.157168,13.9555,13.953,13.9582,77.81555791321892,58.223197523146695
573273684709125504,0.2062,0.2059,0.2075,3009.7515,3009.35,3012.3154,5.0634,5.0613,5.0638,,,,19.92451075024575,84.16122554058276,13.098176,15.055703,11.792771,14.43,14.4189,14.5701,77.39002434386495,64.01808183671024
6553614253923452800,0.5782,0.5718,0.5825,3376.0845,3366.0298,3392.1506,4.1558,4.1178,4.1961,,,,346.5039166796005,-35.8471642082214,6.5220323,7.5897913,5.491506,3.2877,3.2867,3.2888,332.7177398916211,-27.519605741502406
3059182338820698624,0.3784,0.3768,0.3818,3432.3484,3410.0247,3440.4019,4.8057,4.6641,4.8389,,,,108.29665561709618,-5.198202455814469,10.169039,11.39381,9.067431,11.4851,11.4524,11.5227,110.6069369324414,-27.337994455116608
3359074685047632640,0.5275,0.5237,0.5296,3503.4954,3499.3684,3511.1643,4.2336,4.2031,4.2952,,,,99.29143146487576,17.566316517740663,8.878268,9.855305,7.9017057,10.0009,9.9887,10.0129,98.89719856911147,-5.586455422128369
999747822484300800,0.348,0.3472,0.3483,3013.4104,3013.0315,3015.4773,4.31,4.3081,4.32,,,,90.29510135819429,59.59306278611283,10.417205,11.98765,9.196526,7.729,7.7207,7.734,90.18499265976352,36.15397146406227
5528866839863569024,0.7959,0.7928,0.8053,4851.4077,4822.9146,4867.3955,4.5097,4.494,4.5151,,,,130.82340727277085,-38.88086880797599,6.284586,6.758599,5.643851,11.1896,11.1825,11.2016,150.25657476650548,-54.118182700522425
5299440441521812992,0.6125,0.6114,0.6128,3487.1887,3486.764,3490.8281,3.9934,3.9928,4.0001,-0.15,-0.2,-0.1,140.39914047697528,-60.2811438583444,8.680594,9.699792,7.6768575,10.4427,10.4395,10.4502,188.27119635871045,-67.29490910588736
4477025122831072768,0.3255,0.3246,0.3266,3300.721,3298.904,3304.287,4.9005,4.882,4.9323,,,,275.52249410601604,6.344266820214252,11.382801,12.799602,10.206676,14.7481,14.7106,14.8048,276.3194486340355,29.662482286638145
1341113541156480768,0.4394,0.4181,0.4457,3197.2703,3177.3823,3299.817,4.1525,4.0982,4.7521,,,,257.89598966788463,38.44254560681901,10.420489,11.85787,9.238903,12.0478,12.0147,12.1694,250.16553409646883,61.05103549500244
2860924621205256704,0.9077,0.9029,0.9113,5405.125,5397.765,5413.698,4.4601,4.4441,4.4806,,,,1.655198904590879,29.02071363055181,5.878327,6.250121,5.3331194,13.7606,13.738,13.783,13.889688334144312,25.788289940584885
6798111177125746944,0.5363,0.5102,0.5434,3196.1963,3184.9878,3275.714,4.1864,4.1402,4.4324,,,,306.92255979719243,-27.751601189468722,10.34706,11.670267,9.205212,14.3068,14.1713,14.3697,302.5052710169519,-8.383142945565046
5924187617032756736,0.6265,0.601,0.6476,3427.6184,3381.6584,3501.8743,4.1748,4.0356,4.4107,,,,257.7446666606409,-52.51481569583831,9.212255,10.270633,8.187291,12.7768,12.7335,12.8719,261.46996033314997,-29.437816331145186
2154880616774131712,0.3102,0.3087,0.3107,3179.6333,3178.3801,3191.0208,4.4099,4.4075,4.4761,,,,280.68308624583415,59.635145454818776,8.524704,9.959693,7.334221,3.5236,3.5214,3.5298,309.7828569159025,81.5788875771101
2154880616774131840,0.3724,0.3722,0.3726,3352.192,3350.5967,3352.5767,4.8588,4.851,4.8591,,,,280.6830708352289,59.638357907754816,7.854393,9.16699,6.7059326,3.522,3.5215,3.5225,309.7938596148795,81.58166686095396
1800808220175220480,0.5482,0.5443,0.5804,3768.1277,3763.3564,3827.957,4.7087,4.6793,4.7144,-0.16,-0.24,-0.07,324.5040204849038,27.723454070268982,9.132237,10.148241,8.13224,13.1251,13.0495,13.8933,338.31856646141506,39.14387707751667
5955305209191546112,0.3016,0.3012,0.3019,3155.8037,3155.2996,3157.2107,4.9465,4.9456,4.951,,,,264.26088738973226,-44.323382243038424,9.602153,11.2452345,8.340336,5.0035,5.001,5.0072,265.6059785606432,-20.971600472364955
4919497979411495296,0.402,0.4015,0.4059,3105.012,3101.0208,3105.6716,4.2627,4.2458,4.2659,,,,2.0695188524464223,-57.09822684087826,10.946427,12.368194,9.774734,12.8214,12.8126,12.8929,329.7973791839548,-51.0891016574037
4911306239828325632,0.7532,0.7506,0.7546,5044.24,5041.956,5048.7476,4.5958,4.5893,4.6045,-0.06,-0.08,-0.04,24.951317415506175,-56.19325138476668,5.5083017,5.9569917,4.886207,8.1748,8.1636,8.1843,347.1391428464454,-58.83903278987588
4911306239828325760,0.7743,0.7735,0.775,4902.265,4899.9053,4903.837,4.5288,4.527,4.5298,0.06,0.04,0.09,24.950656623757837,-56.19640006625107,5.6254873,6.089998,4.9957995,8.198,8.194,8.2063,347.13439189823947,-58.84103434432243
943688191349024000,0.257,0.2557,0.2573,3007.147,3006.5361,3011.2869,4.5744,4.5716,4.5915,,,,102.27388493599807,37.106957855887565,12.464527,14.090804,11.228796,14.436,14.4187,14.4463,100.06714974104982,14.095635348985823
5329084752471816192,0.2543,0.2541,0.2544,3096.2236,3095.9858,3096.5874,5.0026,5.0024,5.0028,,,,131.15985362560065,-48.08563127036856,12.43448,14.191856,11.165983,14.5288,14.5243,14.5334,159.38037527124067,-61.98139533548414
1379500756257031808,0.7622,0.7599,0.7673,5299.8394,5286.307,5304.3276,4.5664,4.5489,4.5755,-0.06,-0.08,-0.03,241.23336805671383,39.156743577014105,6.461159,6.842941,5.898086,14.3377,14.3175,14.3565,224.94582906160537,58.18094795293015
1669449084967071872,0.4736,0.4646,0.4745,3254.3323,3251.1985,3280.9893,4.2191,4.21,4.2929,,,,220.58662378500725,66.05561864866871,9.854037,11.057698,8.761355,10.9319,10.9246,10.9482,158.51927246022095,70.6572989773861
4248817876711932416,0.3293,0.3288,0.3298,3219.2703,3218.6816,3223.111,4.3591,4.3566,4.3741,,,,300.96027108661707,5.992067907733729,11.132852,12.346288,10.035985,13.3235,13.3131,13.3618,304.62580601069175,25.786334785252564
605079910398496640,0.1907,0.1873,0.2115,3018.1387,3013.5442,3021.4312,5.0903,5.0542,5.097,,,,134.08122584963937,12.662731415781227,12.760623,14.678058,11.457972,11.6466,11.5155,12.7099,132.90725870463777,-4.454760298729773
622339455521105280,0.3098,0.3037,0.3126,3158.7434,3145.7212,3214.913,4.479,4.4107,4.8309,,,,153.97610368902318,17.490880663782907,11.592437,13.121126,10.388608,13.9704,13.9065,14.0936,149.56783780067508,6.2749118220108535
625453654702751872,0.4985,0.4881,0.5005,3187.3616,3182.2246,3218.3567,4.0032,3.9931,4.0987,,,,154.89881370110675,19.869809905451323,8.204091,9.597194,7.032551,4.9694,4.9622,4.9869,149.5210044527534,8.808891704023571
614543647497149056,0.4868,0.4866,0.4871,3557.6538,3557.3784,3557.9565,4.76,4.7587,4.7604,,,,145.29015483359296,13.208925979812514,9.442556,10.608034,8.367137,11.513,11.5081,11.5179,143.16305670930274,-0.6224105328090952
5866992641380992256,0.8477,0.8468,0.8524,4778.8843,4771.56,4780.451,4.5184,4.5133,4.5194,-0.1,-0.12,-0.08,214.76617301528017,-59.38264069990895,6.354505,6.8676977,5.683081,11.8196,11.8147,11.8277,235.5010019476706,-42.380573545813476
1534011998572555776,1.1156,1.0815,1.1248,5761.42,5758.286,5767.7554,4.3327,4.3289,4.35,-0.18,-0.21,-0.16,188.43142838333532,41.358776694084185,4.094672,4.3963013,3.6018336,8.3934,8.1216,8.4656,167.70144435308168,40.54341412183581
1534239391319888384,0.4784,0.478,0.4787,3020.2554,3019.7297,3020.7495,4.097,4.0947,4.0992,,,,190.70457462086816,41.8966090688773,11.051433,12.609514,9.835215,14.3149,14.3072,14.3215,169.2560604127162,41.88830098804244
5951824121022278144,0.4162,0.4104,0.4294,3274.975,3200.287,3318.7544,4.6084,4.3887,4.7061,,,,262.1701639221161,-46.89910489864381,8.336431,9.658231,7.193375,4.5522,4.5363,4.5642,264.1689870134961,-23.618184875589368
939072613334579328,0.3829,0.3826,0.3831,3337.7017,3337.075,3338.145,4.8663,4.865,4.8672,,,,103.70012922713916,33.266408018167255,8.863551,10.256712,7.6955404,5.5781,5.5768,5.5794,101.61431845889685,10.37784403690192
4847957293278177024,0.9106,0.9042,0.9136,5427.3184,5422.4014,5445.7446,4.4433,4.4388,4.4746,,,,50.00034361894219,-43.06655252783423,4.063915,4.440891,3.5082927,6.0327,6.0152,6.0504,27.248807644154095,-58.115462436931885
4865016349710062208,0.2253,0.225,0.2257,3117.3145,3117.0698,3117.7012,5.0425,5.0418,5.0429,,,,66.23358343710504,-40.04937645779219,12.550216,14.259039,11.297163,14.2369,14.2282,14.2593,51.426366527791096,-60.34538638802977
188771135583573504,1.3407,1.3367,1.3433,5761.5337,5760.626,5762.3687,4.2455,4.2444,4.247,-0.13,-0.15,-0.11,79.78833900872726,40.09609817127969,4.5258846,4.8482485,4.057458,12.5407,12.5039,12.5636,81.84960594406779,16.94529771477714
4548562265603840768,0.4629,0.4562,0.482,3671.2068,3651.9136,3713.5574,4.7259,4.6903,4.7659,,,,258.95811059683075,19.000083696047714,9.650931,10.613549,8.587147,13.6765,13.528,14.35,255.91830938429223,41.901105455316525
4550763526539955712,0.4364,0.4362,0.4367,3631.1428,3630.836,3631.5435,4.8197,4.819,4.8199,,,,264.4766236517814,18.596087654354623,8.74288,9.8210335,7.7107677,8.1485,8.1457,8.1515,262.9598054426809,41.90047916268231
5808612830236138368,1.0935,1.089,1.0967,5957.2573,5956.263,5958.5654,4.2705,4.2677,4.2753,-0.22,-0.25,-0.19,247.1198786603902,-70.08390985846162,4.7439675,5.039831,4.30314,12.0405,12.0019,12.0725,258.68529363964694,-47.54186071705734
114207651462714880,0.4405,0.4255,0.4485,3179.169,3157.587,3238.1348,4.318,4.2492,4.524,,,,41.068881780380345,25.52175109435131,9.467294,10.816531,8.316322,7.6778,7.6447,7.6891,46.435244712543785,9.176385001038152
4586421272746553472,0.3634,0.3622,0.3639,3154.896,3154.3435,3158.3652,4.2705,4.2692,4.2784,,,,275.86767226420693,28.166943770663465,11.363881,12.794128,10.087444,14.7954,14.7837,14.8116,278.31272002406797,51.43704112698734
3575733210781078016,1.0459,1.0426,1.0477,5510.1235,5507.904,5512.296,4.3911,4.39,4.3928,-0.17,-0.19,-0.14,180.18562930618162,-10.448272003975848,5.3550773,5.731157,4.8056283,12.7431,12.7003,12.7626,184.36465806924875,-9.503964323575353
3569610404187997696,0.4827,0.4824,0.483,3015.9788,3015.5583,3016.4392,4.1219,4.1204,4.1237,,,,182.52307872637712,-15.074546825329556,10.742186,12.334189,9.510878,12.2641,12.2583,12.2697,188.40024591668623,-12.809272844188882
3765772972322477696,0.5165,0.5152,0.5193,3420.5334,3395.9612,3421.837,4.6612,4.5489,4.6643,,,,154.18955538043878,-11.9644646700575,9.934185,11.224539,8.803616,13.4515,13.4357,13.4733,160.70479552993396,-21.077254500635124
3767878708888402816,0.567,0.5631,0.5905,3545.8337,3474.6128,3558.7534,4.5159,4.1922,4.567,,,,156.2920240682043,-10.22815208003861,9.275512,10.381414,8.230751,12.8001,12.7552,12.8708,162.02123994075075,-18.68169121087508
4055579464064558592,0.1448,0.1444,0.1479,2841.7063,2835.5757,2842.5193,5.185,5.1728,5.1862,,,,266.6704915930946,-32.23412636909977,13.950101,16.359652,12.556264,12.071,12.0514,12.1856,267.1503301055186,-8.827774912078361
4055585060376248832,0.5522,0.5516,0.5527,3558.976,3555.8145,3561.9727,4.6579,4.6523,4.6619,,,,266.5527252424213,-32.10374822060554,9.602647,10.755777,8.529942,14.1256,14.1145,14.1407,267.0463559072878,-8.69980501192614
4900108950849461248,1.1012,1.0963,1.1039,5857.8096,5855.125,5861.654,4.2769,4.2744,4.2822,-0.13,-0.16,-0.11,5.0356095474274705,-64.86961713712722,4.07351,4.369477,3.6002007,8.5803,8.5547,8.5982,322.3881365284957,-57.721721377443444
269067920001221888,0.6213,0.6201,0.6249,3390.4043,3386.567,3399.3894,4.1213,4.1107,4.1422,,,,89.90737758251713,58.591882912375425,9.412902,10.488072,8.383322,13.5032,13.4847,13.587,89.94097470628668,35.15262105348692
1078773262224027520,0.7538,0.752,0.7553,4573.935,4570.0625,4575.9546,4.5349,4.5318,4.537,,,,168.79329264913866,73.47570460715328,7.311935,7.8670254,6.6099033,14.4547,14.4014,14.4623,122.85171519002509,59.04833101462685
1078773262224027648,0.4411,0.4373,0.4421,3333.4624,3325.0715,3355.836,4.6209,4.6028,4.6681,,,,168.78985102981798,73.47721553167881,10.608786,11.878637,9.474656,14.4636,14.4534,14.4786,122.84824653850205,59.048572757011456
1071194431653425280,0.6184,0.6149,0.619,3211.2566,3210.3716,3216.6855,4.0327,4.0294,4.0551,,,,145.63642599574993,70.0326740617471,9.574072,10.847705,8.452195,11.852,11.8227,11.8576,117.10610805440501,51.781692426468524
6539166877292779264,0.2236,0.2234,0.2238,3102.8633,3102.5806,3103.3572,5.0439,5.0436,5.0442,,,,354.2244271769137,-36.480760835989614,12.240437,13.997558,10.972831,11.9342,11.9286,11.9401,338.7722085569644,-30.884291706209346
1451450048399808384,0.7619,0.7558,0.7637,4524.2183,4520.924,4525.838,4.5388,4.5355,4.5404,-0.05,-0.09,-0.01,207.26459525552625,26.979435072906163,7.203598,7.772411,6.4687204,13.4464,13.3266,13.4841,193.76756773817772,35.35391125639637
1446540213584440704,0.3129,0.3101,0.3213,3121.8818,3117.6619,3151.9219,4.4297,4.4106,4.5839,,,,200.733441792225,24.463822408816515,11.628933,13.196349,10.402242,13.7018,13.5579,14.1603,188.74323568240536,30.5390371114428
1439069444391326208,0.5943,0.5911,0.6076,3691.4407,3682.7935,3717.6553,4.5884,4.5687,4.6134,,,,263.89611450900287,61.67927672424114,9.174616,10.190586,8.174637,14.3263,14.2734,14.6023,238.5955859631564,84.44461220374356
1439121018358632832,1.2595,1.2552,1.2638,5697.1533,5694.38,5699.9907,4.262,4.2598,4.2641,-0.21,-0.24,-0.17,263.75066378504704,61.872440036356195,5.069048,5.3764772,4.5643215,14.4458,14.4008,14.4936,237.04670855329627,84.58650784765311
883439489632629120,0.6481,0.629,0.7232,3148.527,3140.4138,3192.736,3.9391,3.9043,3.998,,,,109.08221549977452,27.14164565299547,9.736692,11.084469,8.580641,12.3906,12.0728,14.2968,106.97514224724011,4.8199186401522045
2246206567973292160,0.4055,0.4054,0.4057,3384.8457,3384.4927,3385.13,4.8381,4.8362,4.8384,,,,307.63826397516186,65.45081813440359,9.43527,10.769656,8.285626,8.0768,8.0751,8.0784,13.296930417372295,74.88788069709359
1460229442589223424,1.1505,1.1482,1.156,5899.0034,5897.8022,5900.1567,4.3304,4.3277,4.3319,,,,197.9642816133702,27.882105372524595,4.093279,4.387678,3.6256194,9.2019,9.1852,9.2506,184.35964804813992,32.514014673752804
1466009540856759680,0.1707,0.1693,0.1827,2941.9988,2932.2935,2944.9478,5.073,4.9667,5.1023,,,,196.71054781743726,30.84621621605227,13.604942,15.738634,12.264008,14.0735,13.9748,15.0321,181.57007995069256,34.654226418610605
1471777269618346240,0.607,0.5904,0.6235,3739.4382,3698.924,3797.3271,4.2514,4.125,4.4499,,,,204.37162014920295,35.71750160326199,8.357506,9.235707,7.435885,10.9272,10.8556,11.0021,185.80383315531037,41.9811163634037
1473166433840437888,0.3981,0.3975,0.4027,3125.6838,3123.8225,3126.645,4.2475,4.2353,4.251,,,,199.8965960574404,35.10343086902767,11.011088,12.371564,9.857584,13.5468,13.53,13.6831,181.98824863785734,39.66909684412968
3531294008802299392,0.2651,0.2649,0.2654,3021.66,3021.1724,3022.4148,4.5663,4.5645,4.569,,,,169.15435753908847,-27.95891105546361,12.290781,13.881836,11.063312,14.0127,14.0076,14.019,182.24482004359115,-29.753000630748765
3536123338748976256,0.5403,0.5062,0.5543,3300.3152,3267.953,3433.9053,4.2636,4.1454,4.6089,,,,167.37670664621479,-24.600629589084512,9.466609,10.673943,8.371214,10.789,10.7406,10.8464,178.9206827425193,-27.450293321259743
2828928008202069376,0.673,0.6292,0.6884,3398.1133,3362.7478,3515.4578,4.1772,4.0555,4.4891,,,,344.1402217312129,16.55216937227734,7.795021,8.898596,6.7477736,6.8717,6.8485,6.8967,352.15653631435094,21.443353771088468
4109030160308317312,0.7682,0.7674,0.7692,4997.0127,4995.8306,4998.8647,4.5379,4.537,4.5389,,,,258.83511696459266,-26.60789783205067,4.828591,5.282556,4.2228065,5.9498,5.9447,5.9592,260.0109815771144,-3.5549401859557506
4109030160308320128,0.7698,0.7686,0.7714,4991.236,4988.844,4993.6504,4.5376,4.5361,4.5396,,,,258.83412017812816,-26.606806615399403,4.831335,5.2874,4.2290955,5.9538,5.9449,5.9735,260.0100069225149,-3.5539210035106734
4109034455276324608,0.6766,0.6734,0.6771,4381.2256,4380.1553,4387.8496,4.6238,4.6212,4.6352,0.0,-0.02,0.03,259.05329410009625,-26.551146094884785,5.889863,6.53097,5.116134,5.9525,5.9482,5.956,260.20155202196213,-3.4834427501994596
4468557611984384512,0.8827,0.8811,0.8905,5204.636,5202.6562,5207.388,4.481,4.4764,4.4826,,,,271.364453818457,2.495224095912567,3.987364,4.409446,3.4057531,5.1193,5.1095,5.1699,271.51576876254654,25.927325881874488
3085716990368639744,0.24,0.2398,0.2402,3074.9465,3074.7017,3075.1846,5.019,5.0187,5.0193,,,,117.97896837066911,-0.006769120798188667,11.653467,13.479244,10.363374,9.2653,9.2602,9.2694,120.07307120583525,-20.57254726884531
3400292798990117888,1.2147,1.2127,1.2167,6065.778,6064.649,6066.97,4.2062,4.2041,4.2084,,,,81.10726354597193,17.38350331190306,4.8501883,5.13009,4.422072,14.5681,14.5454,14.59,81.47263992816738,-5.792927839454246
3399063235755057792,1.0253,0.9966,1.0355,5808.179,5804.794,5811.247,4.3354,4.3273,4.3572,-0.13,-0.15,-0.1,88.59482419468164,20.275852148021837,4.241686,4.5441318,3.7479024,8.4903,8.2553,8.5714,88.67992240374245,-3.1569900016503882
2611163717366876544,0.5604,0.5557,0.5611,3818.516,3817.7156,3828.0935,4.6986,4.6967,4.7054,,,,342.5804573056282,-7.089644096557749,9.132903,10.093116,8.165563,14.4818,14.4312,14.4957,341.2365743847969,0.2826330342472488
2603090003484152064,0.3775,0.3772,0.3778,3185.4407,3183.7886,3185.9514,4.7813,4.7756,4.7824,,,,343.3241110018443,-14.266689393516607,8.875059,10.453005,7.6437206,4.665,4.6631,4.6664,339.1720232752144,-6.631059436938253
1612801833587498240,0.1459,0.1456,0.1462,2912.9727,2912.0613,2913.697,5.1869,5.1845,5.1878,,,,224.47615012413098,56.65392257727081,13.572975,15.798643,12.212772,11.4269,11.4126,11.443,183.07259954335308,66.87147670272805
4975847194422433280,0.1594,0.1581,0.1803,2937.08,2934.78,2941.1152,5.1524,5.1041,5.1558,,,,8.30811225525422,-47.55395581377568,13.852827,16.025772,12.500967,14.5514,14.4509,16.1329,343.0093301322516,-45.70990363484905
4971681351020953088,0.4759,0.4602,0.481,3060.858,3053.5505,3095.2874,4.1292,4.0975,4.2658,,,,34.17520476438134,-30.98729098133992,10.787389,12.268479,9.592127,13.3517,13.1561,13.4094,18.47920548507396,-41.5992229195045
4971869092631523200,0.3041,0.3009,0.3157,3087.4585,3076.2837,3120.9583,4.5137,4.4384,4.7374,,,,34.1498241917288,-30.96765178517003,11.742346,13.404648,10.49483,13.324,13.1914,13.8093,18.464634963816128,-41.57201175700525
2891695137006940544,0.4143,0.3923,0.425,3204.4326,3168.6814,3301.4294,4.374,4.2496,4.6591,,,,94.44578372665914,-34.01941716022002,10.793456,12.110982,9.65896,13.7146,13.6459,13.7732,96.84010122093154,-57.35318398074263
4031586157514097024,0.466,0.4657,0.4662,3590.288,3589.8486,3590.9365,4.7863,4.7858,4.7869,,,,177.77908194992455,35.273139643103185,8.854014,9.967266,7.8048306,8.757,8.7547,8.7593,162.40332753804552,31.14717599380483
4034171629042489088,0.6278,0.6274,0.6282,5043.2183,5042.1274,5044.359,4.6271,4.6266,4.6275,0.03,0.0,0.05,178.26735320817272,37.69282694689086,6.1985016,6.607422,5.6057725,9.1693,9.1674,9.1713,161.46620708680516,33.46704652353352
145421309108301184,0.8,0.7831,0.8081,3815.0378,3801.9475,3845.4495,4.388,4.3547,4.432,-0.12,-0.15,-0.09,67.25019487312947,21.92347532672426,7.7041116,8.543143,6.8045,11.2306,11.1683,11.2563,68.97697475646049,0.12922901811399998
144312344255035392,0.1961,0.1939,0.2061,3034.3267,3026.6655,3046.2202,4.885,4.8268,4.9247,,,,68.39367443219042,20.74463639402465,12.890886,14.706901,11.610909,13.5642,13.4207,14.2093,69.85304071543788,-1.1961741957246579
4364480521350598144,0.4917,0.4889,0.4947,3546.7683,3536.291,3557.599,4.6644,4.6323,4.6945,,,,256.3033222371967,-5.099267007481263,9.177887,10.293622,8.120326,10.4702,10.4491,10.4923,255.66976420581486,17.661243461353198
4364527594192166400,0.6645,0.6619,0.6659,4311.1157,4309.31,4314.653,4.6387,4.6354,4.6455,-0.0,-0.04,0.02,256.26005485188347,-5.071571994790812,7.2647023,7.934502,6.47054,10.4445,10.4264,10.4545,255.62187690740646,17.684535596172108
4365609170043180416,0.3179,0.3174,0.3188,3001.3828,3000.559,3004.69,4.3906,4.3878,4.4039,,,,254.27604768745735,-4.350649323558728,10.913422,12.519061,9.681986,8.706,8.6991,8.7444,253.47475348323653,18.191134495290466
3735000631158990976,0.4105,0.4103,0.4107,3038.983,3038.6274,3039.318,4.2507,4.2493,4.2519,,,,191.98138882517026,9.749354230882224,10.105141,11.642647,8.88834,8.0817,8.0792,8.0842,187.11585414413844,13.694718413931406
3738099879558957952,0.6145,0.5985,0.6221,3391.0374,3368.2463,3433.3416,4.1033,4.0359,4.2161,-0.18,-0.21,-0.15,202.50420163284346,10.372389574126087,8.205292,9.266712,7.178842,7.6238,7.5971,7.7424,196.7677570560009,18.357789754335002
3741297293732404352,0.5658,0.5636,0.5664,3424.9907,3423.7556,3430.3835,4.3303,4.3261,4.35,,,,206.4405658448607,14.885052704598573,7.6105833,8.684302,6.56938,5.4354,5.4338,5.4374,198.6840723238417,24.00760273131134
6746465363623545984,0.2106,0.2096,0.2119,3067.4268,3064.7908,3084.4497,4.7554,4.7466,4.8533,,,,297.90137035633575,-35.17664567118845,12.205737,13.86358,10.771713,11.2615,11.1966,11.3558,293.21188324001497,-13.95863775071313
5715352842388433664,0.3213,0.321,0.3214,3319.3884,3319.0186,3320.0957,4.9397,4.939,4.9424,,,,114.67284553042101,-21.226690956258572,10.61079,12.006372,9.445363,10.4335,10.4298,10.4386,121.5741250713426,-41.99930100292698
